crime_id,from_date,description,zip_code,charge_id,dvflag,firearm_used_flag,arr,male_arr,female_arr,black_race_flag,nan_race_flag,unknown_race_flag,white_race_flag,asian_race_flag,indian_race_flag,pacific_race_flag,age_minor,age_18_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_plus,total_vic,male_vic,female_vic
160000415_603,1/2/2016,Stealing Shoplifting,64127,603,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160000415_609,1/2/2016,Possession of Drug E,64127,609,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160000419_693,1/2/2016,Disorderly Conduct,64123,693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160000420_907,1/2/2016,Resisting an Officer,64111,907,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0
160000422_1,1/2/2016,Property Damage,64127,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160000427_609,1/2/2016,Possession of Drug E,64134,609,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
160000437_392,1/2/2016,Non Aggravated Assault,99999,392,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160000445_509,1/2/2016,Possession/Sale/Dist,64130,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000450_509,1/2/2016,Possession/Sale/Dist,64127,509,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000452_509,1/2/2016,Possession/Sale/Dist,64134,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160000452_802,1/2/2016,Strong Arm Robbery,64134,802,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160000453_388,1/2/2016,Trespassing,64108,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0
160000453_392,1/2/2016,Non Aggravated Assault,64108,392,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0
160000455_315,1/2/2016,DUI,64130,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160000455_315,1/2/2016,DUI,99999,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160000459_603,1/2/2016,Stealing Shoplifting,64157,603,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160000464_388,1/2/2016,Trespassing,64133,388,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000464_603,1/2/2016,Stealing Shoplifting,64133,603,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000472_509,1/3/2016,Possession/Sale/Dist,64130,509,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000486_637,1/3/2016,Non Aggravated Assault - Domestic,64110,637,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160000494_637,1/3/2016,Non Aggravated Assault - Domestic,64131,637,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160000503_887,1/3/2016,Aggravated Assault - Domestic,64109,887,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0
160000527_637,1/3/2016,Non Aggravated Assault - Domestic,64111,637,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160000529_392,1/2/2016,Non Aggravated Assault,64130,392,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160000552_782,1/3/2016,Aggravated Assault,64131,782,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,1.0
160000552_887,1/3/2016,Aggravated Assault - Domestic,64131,887,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,1.0
160000569_388,1/3/2016,Trespassing,64105,388,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000590_388,1/3/2016,Trespassing,64105,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160000604_603,1/3/2016,Stealing Shoplifting,64123,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160000605_637,1/3/2016,Non Aggravated Assault - Domestic,64106,637,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160000614_603,1/3/2016,Stealing Shoplifting,64158,603,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
160000620_603,1/3/2016,Stealing Shoplifting,64123,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160000626_603,1/3/2016,Stealing Shoplifting,64129,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
160000633_388,1/3/2016,Trespassing,64124,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160000650_413,1/3/2016,Fraud/Confidence Gam,64111,413,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160000657_392,1/3/2016,Non Aggravated Assault,64129,392,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0
160000662_392,1/3/2016,Non Aggravated Assault,64127,392,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0
160000664_388,1/3/2016,Trespassing,64106,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160000664_907,1/3/2016,Resisting an Officer,64106,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160000693_637,1/3/2016,Non Aggravated Assault - Domestic,64125,637,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160000697_392,1/3/2016,Non Aggravated Assault,64119,392,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160000697_637,1/3/2016,Non Aggravated Assault - Domestic,64119,637,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160000699_392,1/3/2016,Non Aggravated Assault,60106,392,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160000703_637,1/4/2016,Non Aggravated Assault - Domestic,64132,637,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160000709_509,1/4/2016,Possession/Sale/Dist,64134,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000713_637,1/4/2016,Non Aggravated Assault - Domestic,64138,637,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0
160000713_907,1/4/2016,Resisting an Officer,64138,907,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0
160000715_315,1/4/2016,DUI,64137,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160000718_315,1/4/2016,DUI,64134,315,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000719_509,1/4/2016,Possession/Sale/Dist,64134,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000723_637,1/4/2016,Non Aggravated Assault - Domestic,64127,637,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160000751_609,1/4/2016,Possession of Drug E,64127,609,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000758_509,1/4/2016,Possession/Sale/Dist,64110,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160000785_119,1/4/2016,Misc Violation,64109,119,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160000855_119,1/4/2016,Misc Violation,64132,119,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000863_782,1/4/2016,Aggravated Assault,64145,782,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0
160000870_603,1/4/2016,Stealing Shoplifting,64134,603,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160000874_603,1/4/2016,Stealing Shoplifting,64114,603,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160000897_509,1/4/2016,Possession/Sale/Dist,64127,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160000915_637,1/4/2016,Non Aggravated Assault - Domestic,64124,637,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160000926_388,1/4/2016,Trespassing,64132,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160000928_388,1/4/2016,Trespassing,64131,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0
160000939_388,1/4/2016,Trespassing,64110,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0
160000946_509,1/4/2016,Possession/Sale/Dist,64106,509,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160000949_955,1/4/2016,Violation Full Order,64127,955,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0
160000969_854,1/4/2016,Weapons Law Violatio,64134,854,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160000970_509,1/4/2016,Possession/Sale/Dist,64145,509,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160000973_509,1/4/2016,Possession/Sale/Dist,64111,509,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160000985_388,1/4/2016,Trespassing,64109,388,0,0,3,3,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,1.0,1.0,0.0
160000988_609,1/4/2016,Possession of Drug E,64123,609,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160000999_509,1/5/2016,Possession/Sale/Dist,64111,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160001008_637,1/5/2016,Non Aggravated Assault - Domestic,64131,637,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160001052_782,1/5/2016,Aggravated Assault,64130,782,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0
160001064_509,1/5/2016,Possession/Sale/Dist,64134,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001101_693,1/5/2016,Disorderly Conduct,64134,693,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0
160001101_907,1/5/2016,Resisting an Officer,64134,907,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0
160001134_1,1/5/2016,Property Damage,64152,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160001157_509,1/5/2016,Possession/Sale/Dist,99999,509,0,0,2,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0
160001159_907,1/5/2016,Resisting an Officer,64127,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160001162_603,1/5/2016,Stealing Shoplifting,64133,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160001166_603,1/5/2016,Stealing Shoplifting,64145,603,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160001175_637,1/5/2016,Non Aggravated Assault - Domestic,64109,637,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160001185_693,1/5/2016,Disorderly Conduct,64132,693,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001185_907,1/5/2016,Resisting an Officer,64132,907,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001193_693,1/5/2016,Disorderly Conduct,64108,693,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160001202_637,1/5/2016,Non Aggravated Assault - Domestic,64123,637,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160001215_413,1/5/2016,Fraud/Confidence Gam,64114,413,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001236_413,1/5/2016,Fraud/Confidence Gam,64138,413,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160001256_609,1/6/2016,Possession of Drug E,64138,609,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001259_388,1/6/2016,Trespassing,64106,388,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160001261_782,1/6/2016,Aggravated Assault,64128,782,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160001284_119,12/8/2015,Misc Violation,64138,119,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0
160001307_509,1/6/2016,Possession/Sale/Dist,99999,509,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001364_603,1/6/2016,Stealing Shoplifting,64133,603,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160001388_603,1/6/2016,Stealing Shoplifting,64155,603,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001427_509,1/6/2016,Possession/Sale/Dist,64127,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001432_413,1/6/2016,Fraud/Confidence Gam,64158,413,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160001472_637,1/6/2016,Non Aggravated Assault - Domestic,64130,637,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160001476_637,1/6/2016,Non Aggravated Assault - Domestic,64130,637,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160001520_509,1/6/2016,Possession/Sale/Dist,64130,509,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160001530_388,1/6/2016,Trespassing,64108,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160001536_509,1/7/2016,Possession/Sale/Dist,64109,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160001540_907,1/7/2016,Resisting an Officer,64132,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160001543_854,1/7/2016,Weapons Law Violatio,64109,854,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160001560_388,1/7/2016,Trespassing,64154,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
160001574_907,1/7/2016,Resisting an Officer,64127,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160001576_392,1/7/2016,Non Aggravated Assault,64130,392,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160001583_119,1/7/2016,Misc Violation,64106,119,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160001621_603,1/7/2016,Stealing Shoplifting,64133,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160001643_603,1/7/2016,Stealing Shoplifting,64133,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160001650_468,1/4/2016,Stealing All Other,64127,468,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160001650_509,1/4/2016,Possession/Sale/Dist,64127,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160001653_388,1/7/2016,Trespassing,64110,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160001653_693,1/7/2016,Disorderly Conduct,64110,693,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160001653_907,1/7/2016,Resisting an Officer,64110,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160001658_38,1/7/2016,Burglary - Residence,64151,38,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160001660_907,1/7/2016,Resisting an Officer,64110,907,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
